"ChannelEyes","-","-","less than
10","less than
$1M (USD)","-"
"DocAuthority","-","-","-","-","-"
"NetBeez","-","-","-","-","-"
"Virtual Education Systems","-","-","11 to 50","-","-"
"Ready Credit Corporation","-","-","11 to 50","-","-"
"INFRAWARE","Nick Mahurin","-","201 to 500","-","-"
"Access HealthNet","-","-","-","-","-"
"NextOrbit","-","-","-","-","-"
"Wellbe, Inc.","-","2007","11 to 50","less than
$1M (USD)","Healthcare"
"Databox","Peter Caputa IV","-","11 to 50","less than
$1M (USD)","Information Technology"
"TopOPPS","-","-","less than
10","less than
$1M (USD)","-"
"Uptown Network","-","-","11 to 50","$1M to $5M (USD)","-"
"Gridwise","-","-","11 to 50","-","-"
"Stay Metrics LLC","Tim Hindes","2012","11 to 50","less than
$1M (USD)","Information Technology"
"Encoda","-","-","-","-","-"
"pulseData","-","2015","11 to 50","-","-"
"VideaHealth","-","-","-","-","-"
"Loopback Analytics","-","2009","11 to 50","$1M to $5M (USD)","-"
"Cignifi","-","-","less than
10","less than
$1M (USD)","-"
"Carver","-","-","-","-","-"
"ReadySet Surgical","-","-","-","-","Information Technology"
"Adjoint","-","-","-","-","-"
"Zoomph","-","2014","11 to 50","less than
$1M (USD)","-"
"GroupBy","-","2012","11 to 50","$1M to $5M (USD)","-"
"Phoenix Ortho","-","-","11 to 50","$1M to $5M (USD)","-"
"Field2Base","-","2002","11 to 50","$1M to $5M (USD)","-"
"5thColumn","-","-","-","-","-"
"Crowdly","-","-","-","-","-"
"Modelshop","-","-","less than
10","-","-"
"Centripetal Networks","-","2009","11 to 50","$1M to $5M (USD)","-"
"Pre-Rec","-","-","-","-","-"
"FISCAL Technologies Ltd","-","-","11 to 50","$5M to $25M (USD)","Information Technology"
"Advocatia","-","-","-","-","-"
"Cerkl","-","2014","11 to 50","-","-"
"ClinicalMind","-","-","-","-","-"
"Decorilla","-","-","51 to 200","-","-"
"Careerminds","-","-","-","-","-"
"DataOceans","-","-","-","-","-"
"MediConecta","-","-","11 to 50","-","-"
"SpendHQ","-","-","less than
10","less than
$1M (USD)","-"
"Qure4u","-","-","-","-","-"
"SiteWit","-","2007","11 to 50","less than
$1M (USD)","-"
"GCOMMERCE","-","-","-","-","-"
"Street Contxt","-","-","11 to 50","-","-"
"REDD Intelligence","-","-","-","-","-"
"EnergySage","-","-","-","-","-"
"Freckle IoT","-","-","11 to 50","-","-"
"Online Incentives Exchange","-","2012","11 to 50","-","-"
"Kochava","-","2011","51 to 200","-","-"
"Idelic","-","-","11 to 50","-","-"
"Healthie","-","-","11 to 50","-","-"
"ELERTS","-","-","-","-","-"
"K2VIEW","-","2009","51 to 200","-","-"
"Hockeystick","-","-","11 to 50","-","-"
"Hatch Apps","-","-","-","-","-"
"CAREjourney","-","-","-","-","-"
"Mutable","-","-","11 to 50","-","-"
"ADstruc","-","-","11 to 50","-","Information Technology"
"Groupmatics","-","-","-","-","-"
"Curacity","-","2015","11 to 50","-","-"
"SkinIO","-","-","-","-","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"Solvent","-","-","-","-","-"
"Care Advisors","-","-","-","-","Information Technology"
"sensemetrics","-","2014","11 to 50","-","-"
"LaunchSource","-","2012","less than
10","-","-"
"Purview","-","-","11 to 50","-","-"
"Hy.ly","-","-","-","-","-"
"bonus.ly","-","-","-","-","-"
"Agilis Systems","-","2004","51 to 200","$1M to $5M (USD)","-"
"Hybrent","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"NexSpring","-","-","-","-","-"
"archer","-","2011","5,001 to 10,000","-","Hotels & Resorts"
"Parmonic","-","2018","11 to 50","-","Information Technology"
"Padinmotion","-","-","-","-","Information Technology"
"SevenFifty","-","-","-","-","-"
"DOmedia","-","-","-","-","-"
"ConnectPay","-","-","-","-","-"
"G2Lytics","-","-","-","-","-"
"Vennli","-","2013","less than
10","less than
$1M (USD)","-"
"Forge.ai","-","-","11 to 50","-","-"
"Envirosite Corporation","-","-","-","-","-"
"MatchRX","-","-","11 to 50","$1M to $5M (USD)","-"
"ReferWell","-","-","11 to 50","-","-"
"STACK Construction Technologies","Phil Ogilby, Founder/CEO","-","11 to 50","-","Construction & Facilities Services"
"1Huddle","-","-","-","-","-"
"CrossLead","-","-","11 to 50","less than
$1M (USD)","-"
"inStream Solutions","-","-","-","-","-"
"HYDROGEN","-","2018","11 to 50","$5M to $25M (USD)","-"
"ArborMetrix","-","-","-","-","-"
"Cloudtags","-","-","11 to 50","-","-"
"Veta Health","-","-","-","-","-"
"Sepio Systems","-","-","-","-","-"
"Trapezoid","-","-","-","-","-"
"Ranksense","-","-","-","-","-"
"ClickNotices","-","-","11 to 50","-","Legal"
"Kaizen Health","-","-","-","-","-"
"LifeYield","-","-","-","-","-"
"Mozzaz Corporation","-","-","-","-","-"
"Supernova Companies","-","-","11 to 50","-","-"
"Allied Payment Network","-","-","-","-","-"
"Butterfly","-","2006","11 to 50","$500M to $1B (USD)","-"
"Kaon Interactive","-","-","11 to 50","$1M to $5M (USD)","-"
"LodgIQ","-","-","11 to 50","-","-"
"SmartCloud","-","-","-","-","-"
"iPhotonix","-","2003","11 to 50","$5M to $25M (USD)","-"
"KINTO","-","-","-","-","-"
"Boloro","-","-","-","-","-"
"Medicom Health Interactive","-","-","-","-","-"
"CounterFind","-","-","-","-","-"
"SecurityStudio","-","-","-","-","-"
"Synchronous Health","-","-","-","-","Healthcare"
"Kinetix Trading Solutions","-","2010","11 to 50","$5M to $25M (USD)","-"
"First Orion","-","2008","51 to 200","-","-"
"Allazo Health","-","-","-","-","-"
"Pondurance","-","-","-","-","-"
"ResilientGrid","-","-","-","-","Information Technology"
"SteadyMD","-","-","-","-","-"
"TRX Systems","-","-","-","-","-"
"Estateably","-","2018","11 to 50","-","-"
"Ticket Evolution","-","2010","11 to 50","$100M to $500M (USD)","Information Technology"
"Caretree","-","-","11 to 50","-","Healthcare"
"Export Now","-","-","-","-","-"
"Proposify","-","2013","11 to 50","$1M to $5M (USD)","-"
"Dealroom","-","2012","11 to 50","-","-"
"Real Synch","-","-","-","-","-"
"StartApp","-","2010","11 to 50","$1M to $5M (USD)","-"
"Exoprise Systems","-","-","less than
10","less than
$1M (USD)","-"
"Erply","-","-","less than
10","less than
$1M (USD)","Information Technology"
"Credibility Capital","-","2013","11 to 50","$1M to $5M (USD)","Financial Services"
"BarVision","-","-","11 to 50","-","-"
"Intrinio","-","-","-","-","-"
"Edj Analytics","-","2013","11 to 50","-","-"
"LeagueSide","-","-","11 to 50","-","-"
"Vivoom","-","-","11 to 50","-","-"
"Ambient Clinical Analytics","-","-","less than
10","less than
$1M (USD)","-"
"Private Wealth Systems","-","-","-","-","-"
"Fusebill","-","2011","11 to 50","$1M to $5M (USD)","-"
"Solvoyo","-","-","less than
10","less than
$1M (USD)","-"
"Motivo","-","2010","less than
10","$1M to $5M (USD)","-"
"px","-","-","-","-","-"
"Rentigo","-","-","-","-","-"
"AllyHealth","-","-","-","-","-"
"Funding Gates","-","-","less than
10","-","-"
"HealthPlan Data Solutions","-","-","11 to 50","-","-"
"BuySide","-","2010","less than
10","-","-"
"ProcessMAP","-","-","-","-","-"
"Torii","-","-","-","-","Real Estate"
"openDoctor","-","-","-","-","Healthcare"
"SmartPm","-","-","11 to 50","-","-"
"DarkOwl","-","-","11 to 50","-","-"
"Jackpine Technologies","-","-","-","-","-"
"Corserv Solutions","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Corstrata","-","-","-","-","-"
"Dealer Teamwork LLC","-","-","51 to 200","-","-"
"Kooltra","-","2014","less than
10","-","-"
"Rented.com","-","-","11 to 50","-","-"
"Sayari","-","-","-","-","-"
"Blueprint Power","-","-","-","-","-"
"ThirdEye Gen","-","-","-","-","-"
"Sperse","-","-","11 to 50","-","-"
"Cloverleaf Analytics","-","-","-","-","-"
"ZAPiNFO","-","-","-","-","-"
"Adrizer","Ken Bond","2014","11 to 50","$25M to $100M (USD)","Information Technology"
"BrightHive","-","-","-","-","-"
"Groove","-","-","less than
10","less than
$1M (USD)","Retail & Wholesale"
"LoanBeam","-","-","51 to 200","-","-"
"BlazingDB","-","-","11 to 50","-","-"
"cliexa","-","-","11 to 50","-","-"
"HiMama","-","2013","less than
10","less than
$1M (USD)","Consumer Goods and Services"
"iProcedures","-","-","-","-","-"
"in/PACT","-","-","-","-","-"
"Keriton","-","-","-","-","-"
"Gatewise","-","-","-","-","-"
"Protocol 46","-","-","-","-","-"
"Volara","-","-","-","-","-"
"KyckGlobal","-","-","-","-","-"
"Turbine Labs","-","2014","11 to 50","-","-"
"Checkmate","-","-","11 to 50","$5M to $25M (USD)","Financial Services"
"Electronic Health Network","-","-","11 to 50","-","-"
"Ripple Science","-","-","-","-","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"NO NAME","-","-","-","-","-"
"MyndVR","-","-","-","-","-"
"Verif-y","-","-","-","-","-"
"Wellspring Worldwide Inc.","-","2003","11 to 50","$1M to $5M (USD)","Information Technology"
"Tremor Technologies","-","-","11 to 50","-","-"
"Radiator Labs","-","-","-","-","-"
"Physna","-","-","-","-","-"
"Trident","-","1993","201 to 500","-","Manufacturing"
"Ayata","-","-","less than
10","less than
$1M (USD)","-"
"reLink Medical, LLC.","-","-","-","-","Biotechnology"
"Albert","-","-","11 to 50","$1M to $5M (USD)","Financial Services"
"NestReady","-","2012","less than
10","-","-"
"SplashBI","-","2001","51 to 200","-","-"
"Zorus","-","-","-","-","-"
"HealthSplash","-","-","11 to 50","-","-"
"Argos Risk","-","-","-","-","-"
"BOS Framework","-","-","11 to 50","-","-"
"PredictionHealth","-","-","-","-","-"
"BoodsKapper","-","-","11 to 50","-","-"
"HootBoard","-","2012","less than
10","-","-"
"Splash Technologies","-","-","-","-","-"
"Vetcove","-","-","-","-","Information Technology"
"Broadleaf Commerce","-","2009","11 to 50","$1M to $5M (USD)","-"
"ChatDesk","-","-","11 to 50","-","-"
"MotoRefi","Kevin Bennett","-","51 to 200","-","Financial Services"
"APPLECART","-","2013","11 to 50","-","Consulting and Business Services"
"CoverMyTest","-","-","-","-","Information Technology"
"DriverReach","-","2016","11 to 50","-","-"
"Beam Health","-","-","-","-","-"
"VideoKen","-","-","11 to 50","-","-"
"Maropost","-","-","-","-","-"
"Avlino Inc.","-","-","-","-","-"
"Thresher","-","-","11 to 50","-","-"
"Click Boarding","-","-","11 to 50","-","-"
"OccasionGenius","-","2016","11 to 50","-","-"
"Wolfpack","-","-","-","-","-"
"Happie","-","2015","less than
10","-","-"
"Edmit","-","-","-","-","-"
"Delta Bravo","-","-","-","-","-"
"Credivia","-","-","11 to 50","-","-"
"NO NAME","-","-","-","-","-"
"OneLocal","-","2013","51 to 200","-","Information Technology"
"Polte Corporation","Ed Chao","-","11 to 50","-","Telecommunications"
"Lokyata","-","-","-","-","-"
"Delve Health","-","-","-","-","-"
"Qount","-","2015","51 to 200","-","-"
"Locus Health","-","-","-","-","-"
"ForMotiv","-","-","-","-","-"
"Gradient AI","-","-","-","-","-"
"Career Spark","-","-","-","-","Human Resources & Staffing"
"ETFLogic","-","-","-","-","Financial Services"
"StopLight","-","2015","11 to 50","$1M to $5M (USD)","-"
"Narmi","-","-","-","-","-"
"SaberLogic","-","-","-","-","-"
"ListingSpark","-","2012","11 to 50","$1M to $5M (USD)","-"
"Semsee","-","-","-","-","-"
"YetiCloud","Tim Marcinowski","-","less than
10","$1M to $5M (USD)","Information Technology"
"Vikar Technologies","-","-","-","-","-"
"LINKUP","-","2009","11 to 50","less than
$1M (USD)","Information Technology"
"Persosa","-","-","-","-","-"
"InquisitHealth","-","-","-","-","-"
"Harness Wealth","-","-","11 to 50","-","-"
"FreightVerify","-","-","-","-","Transportation & Logistics"
"Geospiza","-","-","11 to 50","-","-"
"Phoenix Energy Technologies","-","-","11 to 50","$5M to $25M (USD)","-"
"Coord","-","2016","11 to 50","-","-"
"Simplify ASC","-","-","-","-","-"
"BUCKZY","-","-","-","-","-"
"Aiera","-","-","-","-","-"
"Enduvo","-","-","-","-","-"
"Viabill","-","-","-","-","-"
"Shoelace","-","-","-","-","-"
"Eton solutions","-","-","-","-","-"
"Quinncia","-","-","-","-","-"
"OncoLens","-","-","-","-","-"
"Bractlet","-","-","less than
10","less than
$1M (USD)","-"
"Lion Street","-","-","51 to 200","-","-"
"Olah Healthcare Technology","-","-","-","-","-"
"KidGooRoo","-","-","11 to 50","-","-"
"4Degrees","-","-","11 to 50","-","-"
"FutureProof Retail","-","-","11 to 50","-","-"
"PumpJack Dataworks","-","-","-","-","Information Technology"
"SpringServe","-","-","51 to 200","-","-"
"Sorcero","-","-","-","-","-"
"Grovara","-","-","-","-","-"
"Astarte Medical","-","-","-","-","-"
"energyX Solutions","-","-","-","-","Energy, Mining & Utilities"
"Simplify Healthcare Technology","Mohammed Vaid","2008","201 to 500","-","Healthcare"
"FundGuard","-","2018","11 to 50","-","-"
"Innovative Supply Solutions","-","-","-","-","-"
"ThankView","-","2015","11 to 50","-","-"
"trackter","-","-","-","-","-"
"Chain.io","-","-","11 to 50","-","-"
"Zdaly","-","1990","11 to 50","-","Information Technology"
"Jump Technologies","-","1999","less than
10","$1M to $5M (USD)","-"
"Infinicept","Todd Ablowitz","-","11 to 50","-","Information Technology"
"Amaryllis","-","-","11 to 50","-","-"
"Seva","-","-","-","-","-"
"epacube","-","-","-","-","-"
"Greenprint","-","-","less than
10","less than
$1M (USD)","-"
"D1g1t","-","-","11 to 50","-","-"
"Upfluence","-","2013","less than
10","less than
$1M (USD)","-"
"Fluree","-","-","-","-","-"
"LEAP","-","1991","51 to 200","-","Human Resources & Staffing"
"TwinThread","-","-","11 to 50","-","Information Technology"
"Avibra","-","-","-","-","-"
"Atomic Reach","-","2010","11 to 50","less than
$1M (USD)","-"
"Brinqa","-","-","11 to 50","$1M to $5M (USD)","Information Technology"
"goodr","-","-","-","-","-"
"Loanstreet","-","-","-","-","-"
"NeuroLex","-","-","-","-","-"
"Soapbox","-","-","-","-","-"
"Qv21","-","-","-","-","-"
"Naborly","-","-","-","-","-"
"Oshi Health","-","-","11 to 50","-","-"
"Optimity Ltd","-","-","-","-","-"
"ARCH","-","-","11 to 50","$1M to $5M (USD)","Information Technology"
"SendFriend","-","-","-","-","-"
"LightPoint","-","1999","less than
10","less than
$1M (USD)","-"
"TurboTenant","-","-","11 to 50","-","-"
"user1st","Amihai Miron","-","11 to 50","-","Information Technology"
"Analytical Flavor Systems","-","-","11 to 50","-","-"
"CareHarmony","-","2015","51 to 200","-","Healthcare"
"RHINODOX","-","-","11 to 50","-","-"
"Grability","-","2013","11 to 50","less than
$1M (USD)","-"
"IngeniousIO","-","-","-","-","-"
"Basketful","-","-","11 to 50","-","Information Technology"
"Simplifya","-","-","less than
10","less than
$1M (USD)","Information Technology"
"Cybraics","-","-","11 to 50","less than
$1M (USD)","-"
"WhizAI","-","-","-","-","-"
"CYMATIC","-","-","-","-","-"
"Iodine Software","-","-","11 to 50","-","Healthcare"
"SENTIO","-","-","11 to 50","-","-"
"RevolutionParts","-","2013","11 to 50","-","-"
"Hummingbird","-","-","-","-","Nonprofit & NGO"
"Loyal","-","2015","11 to 50","-","Human Resources & Staffing"
"Ninth Wave","-","-","-","-","-"
"Kipsu","-","2010","less than
10","less than
$1M (USD)","-"
"Banyan Hill","-","1998","11 to 50","-","-"
"Skywatch","-","2014","11 to 50","-","-"
"Direct Swap","-","-","-","-","Financial Services"
"Mobile reCell","-","-","-","-","Telecommunications"
"Clearview","-","-","51 to 200","$100M to $500M (USD)","Information Technology"
"Naborforce","-","-","-","-","-"
"ProcessBolt","-","-","-","-","-"
"transmute","-","-","-","-","-"
"Pinnacle 21","-","2011","11 to 50","-","-"
"ClinOne","-","-","-","-","-"
"venza","-","-","-","-","-"
"Mirador","-","2013","11 to 50","-","Construction & Facilities Services"
"Motoinsight","Andrew Tai","2011","51 to 200","-","Information Technology"
"ENCAMP","-","-","-","-","-"
"Fixel","-","2018","11 to 50","less than
$1M (USD)","-"
"AssuriCare","-","2011","11 to 50","-","Information Technology"
"Trusty.care","-","-","-","-","-"
"NXTsoft","-","-","-","-","-"
"Kangaroo Express","-","-","more than
10,000","$5B to $10B (USD)","Retail & Wholesale"
"bext360","-","-","-","-","-"
"PostBeyond","-","2013","11 to 50","$1M to $5M (USD)","-"
"OrbitalRx","-","-","11 to 50","-","Healthcare"
"Bluestream Health","-","-","-","-","Healthcare"
"JustProtect","-","-","-","-","-"
"Datasembly","-","-","-","-","-"
"Canvass Analytics","-","2017","11 to 50","-","-"
"Cyr3con","-","-","-","-","-"
"Otis Wealth","-","-","-","-","-"
"axio","-","-","-","-","-"
"DrayNow","-","2017","11 to 50","-","Transportation & Logistics"
"Global Data Consortium","-","-","-","-","-"
"QuiO","-","-","11 to 50","-","-"
"Kognition","-","-","-","-","-"
"SystemOne","-","2012","11 to 50","-","-"
"Knowtions Research","-","-","-","-","-"
"ToothPic","-","-","-","-","-"
"Radial Analytics","-","-","-","-","-"
"HOP","-","-","51 to 200","$1M to $5M (USD)","-"
"Financeware","-","-","-","-","-"
"Easyship","-","2014","11 to 50","$1M to $5M (USD)","Shipping & Trucking"
"SelectHub","-","2011","11 to 50","-","-"
"Cobalt Iron","-","-","-","-","-"
"Foxquilt","-","-","-","-","Insurance Carriers"
"AeroPay","-","-","-","-","-"
"Weeve","-","-","-","-","-"
"Post Acute Analytics","-","-","-","-","-"
"Assignar","-","2014","11 to 50","-","-"
"TrakRef","-","2011","11 to 50","-","-"
"Estify, Inc.","-","2012","11 to 50","-","-"
"Vantage Point Logistics","-","-","51 to 200","-","-"
"Kalepa","-","-","11 to 50","-","-"
"Tenovos","-","-","-","-","-"
"ALMA SPA","-","1979","51 to 200","-","Healthcare"
"ProsperOps","-","-","-","-","-"
"VeMiDoc","-","-","-","-","-"
"Anvyl","-","-","-","-","-"
"Verusen","-","-","-","-","-"
"KBMax","-","-","-","-","-"
"Prenovo","-","-","11 to 50","-","-"
"Talkroute","-","-","-","-","-"
"Cybernance","-","-","-","-","-"
"FunnelKake","-","2016","11 to 50","-","-"
"Cliently","-","-","11 to 50","-","-"
"Flightpath Finance","-","-","-","-","-"
"Rentlogic","-","-","-","-","-"
"Kiite","-","2017","11 to 50","-","-"
"Yottabyte","-","-","-","-","-"
"DrumG","-","-","-","-","-"
"Thrive TRM","-","-","-","-","Information Technology"
"OneOme","-","-","less than
10","less than
$1M (USD)","-"
"Neptune Flood","Jim Albert, CEO","-","-","-","Insurance"
"Snap+Style","-","-","11 to 50","-","-"
"Itential","-","2013","less than
10","less than
$1M (USD)","-"
"Cary Rx","-","-","-","-","Healthcare"
"Project Admission","-","-","-","-","Arts, Entertainment & Recreation"
"dexFreight","-","-","-","-","-"
"EZaccessMD","-","-","-","-","-"
"Ruths.ai","-","-","-","-","-"
"Nucleus195","-","-","-","-","-"
"Visionairy Health","-","-","-","-","-"
"Mymee","-","-","-","-","-"
"Healthpointe Solutions","-","-","-","-","-"
"LEAP","-","1991","51 to 200","-","Human Resources & Staffing"
"RIGHTDATA","-","-","11 to 50","-","-"
"Trustgrid, Inc.","-","-","-","-","-"
"Automat","-","-","51 to 200","-","-"
"TalentGuard","-","2009","less than
10","less than
$1M (USD)","-"
"CARSERV","-","-","-","-","Information Technology"
"Ascent360","-","-","-","-","-"
"Inuvika Inc","-","-","11 to 50","$1M to $5M (USD)","-"
"Grey","-","-","-","-","-"
"Living Security","-","-","-","-","-"
"Preteckt","-","-","11 to 50","-","Information Technology"
"CognitOps","-","2018","11 to 50","-","-"
"Titan","-","-","51 to 200","-","Investment & Asset Management"
"ander","-","-","11 to 50","-","-"
"IDEAL","-","-","51 to 200","$25M to $100M (USD)","Information Technology"
"Zoro","Kevin Weadick","2011","201 to 500","$500M to $1B (USD)","Retail & Wholesale"
"Fincura","-","2017","11 to 50","-","-"
"Scala Computing","-","-","-","-","-"
"Haste","-","-","-","-","-"
"Narrativ","-","-","less than
10","-","-"
"Revenue Analytics","-","-","-","-","-"
"Engrain","-","-","-","-","-"
"olio","-","-","11 to 50","-","Health Care Products Manufacturing"
"RelPro","-","2009","11 to 50","-","-"
"NetFoundry","-","-","-","-","-"
"Vital Health Links","-","-","11 to 50","-","-"
"Lightbeam Health","-","-","-","-","-"
"ATTEST","-","-","-","-","-"
"Jasper PIM","-","-","-","-","-"
"rMark Bio","-","-","-","-","-"
"StackHawk","-","-","-","-","-"
"TRAXyL","-","-","-","-","-"
"Joonko","-","-","11 to 50","-","-"
"Peer Ledger","-","-","11 to 50","-","-"
"Confiant","-","-","-","-","-"
"FirstClose","-","2000","11 to 50","$1M to $5M (USD)","-"
"Field Agent","-","2010","11 to 50","less than
$1M (USD)","-"
"Element3 Health","-","-","11 to 50","-","-"
"ThisWay","-","-","-","-","-"
"Stability Health","-","-","-","-","-"
"WinterLight Labs","-","-","-","-","-"
"Goliath Technologies","-","2010","51 to 200","-","Software Development"
"OptiMantra","-","-","-","-","-"
"StreamLinx","-","-","-","-","-"
"Kickfurther","-","-","11 to 50","-","Financial Services"
"SPATE","-","-","-","-","-"
"Authentic4D","-","-","-","-","-"
"Caveonix","-","-","-","-","Information Technology"
"VBOUT","Richard Fallah","-","11 to 50","-","Information Technology"
"CARROT","-","2015","11 to 50","less than
$1M (USD)","Internet & Web Services"
"Rattlehub Digital","-","-","-","-","-"
"RepZio","-","-","-","-","-"
"Pairity","-","-","11 to 50","-","-"
"Trupo","-","-","-","-","-"
"conversationHEALTH","-","-","-","-","-"
"StackSource","-","-","-","-","Real Estate"
"One Model","-","-","-","-","-"
"FirstView Financial, LLC","-","-","51 to 200","-","Financial Services"
"Konduit","-","-","-","-","-"
"Domotz","-","-","-","-","-"
"CrowdOut Capital","-","-","-","-","-"
"EKOS","-","-","-","-","-"
"Gig Wage","-","-","-","-","-"
"Asset Panda","Rex Kurzius","2012","11 to 50","less than
$1M (USD)","Information Technology"
"SimpleShowing","-","-","11 to 50","-","Real Estate"
"Acterys","-","-","-","-","-"
"ANVL","-","-","-","-","-"
"Karuna Health","-","-","11 to 50","-","-"
"RenoFi","-","-","-","-","-"
"Qler Solutions","-","-","-","-","-"
"RallyUp","-","-","-","-","-"
"Infinite Analytics","-","-","11 to 50","-","-"
"Shoobx","-","-","11 to 50","$1M to $5M (USD)","-"
"PrefTech","-","-","-","-","-"
"E.ON","-","2000","more than
10,000","more than
$10B (USD)","Energy, Mining & Utilities"
"AtYourGate","-","-","-","-","-"
"DeepBench","-","-","-","-","-"
"iGrafx","-","1991","11 to 50","$1M to $5M (USD)","-"
"TMap","-","-","-","-","-"
"Upchain","-","-","51 to 200","-","-"
"Staked","-","-","-","-","-"
"MVTRAC","-","-","-","-","-"
"Viral Launch","Casey Gauss","2014","11 to 50","-","Information Technology"
"botsplash","-","-","-","-","Internet & Web Services"
"MyTelemedicine","-","-","-","-","Healthcare"
"DroneUp","-","-","-","-","-"
"PrinterLogic","-","2012","51 to 200","$25M to $100M (USD)","Information Technology"
"Woven","-","2017","11 to 50","-","Transportation & Logistics"
"Advyzon","-","-","-","-","Human Resources & Staffing"
"Braintrace","-","-","11 to 50","-","-"
"Stake","-","-","11 to 50","-","-"
"AIRWORKS","-","-","less than
10","-","-"
"Clean.io","-","-","-","-","-"
"Hive9","-","-","11 to 50","-","-"
"SOMA Global","-","-","-","-","-"
"One Technologies","-","2000","51 to 200","$100M to $500M (USD)","Consumer Goods and Services"
"ClearRoad","-","-","-","-","-"
"Binary Defense","-","-","51 to 200","-","Information Technology"
"Invoiced","-","-","11 to 50","less than
$1M (USD)","Information Technology"
"Immertec","-","-","-","-","-"
"Homebase","Damian Mcgloughlin","1979","5,001 to 10,000","$1B to $5B (USD)","Retail & Wholesale"
"Reaction Data","-","-","11 to 50","-","-"
"SynergySuite","-","2011","11 to 50","-","Information Technology"
"Virtual Peaker","-","-","-","-","-"
"SmartBarrel","-","-","-","-","-"
"Pliant","-","-","-","-","-"
"Lula","-","-","11 to 50","-","-"
"MarketGrader","-","-","-","-","-"
"Droice Labs","-","-","11 to 50","-","-"
"Xtiva Financial Systems","-","1998","11 to 50","$5M to $25M (USD)","Financial Services"
"EVERNYM","-","2013","11 to 50","$1M to $5M (USD)","-"
"SubRosa Cyber Solutions","-","-","-","-","Information Technology"
"UpTop","-","2000","11 to 50","$1M to $5M (USD)","-"
"ZayZoon","-","-","-","-","-"
"Props","-","-","-","-","-"
"Blueprint","-","-","-","-","Construction, Repair & Facilities Services"
"NO NAME","-","-","-","-","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"Lone Star Analysis","-","-","-","-","-"
"Clearsense","-","-","-","-","-"
"Knox Financial","-","-","-","-","Real Estate"
"Equiis","-","-","-","-","-"
"MedAux","-","-","-","-","-"
"LillyWorks","-","-","-","-","-"
"Arrivalist","-","-","less than
10","less than
$1M (USD)","-"
"Shotzr","-","-","-","-","-"
"Hacware","-","-","-","-","-"
"CATCH","-","-","11 to 50","-","Construction, Repair & Facilities Services"
"PursueCare","-","-","-","-","Healthcare"
"Turbot","-","-","11 to 50","-","-"
"GoCoach","-","-","11 to 50","-","-"
"JOBBER","-","2011","51 to 200","-","Information Technology"
"NO NAME","-","-","-","-","-"
"ICAROS","-","2004","11 to 50","$1M to $5M (USD)","-"
"Upsuite","-","-","less than
10","-","Real Estate"
"Xcellent Life","-","-","-","-","-"
"Lazarus","-","-","11 to 50","-","Healthcare"
"Stringbean","-","-","-","-","-"
"Gatsby","-","-","-","-","-"
"Gavelytics","-","-","-","-","Legal"
"Hostme","-","-","-","-","Software Development"
"Medical Informatics Corp","-","-","11 to 50","-","-"
"CUE Audio","-","-","-","-","-"
"Rentler","-","-","11 to 50","-","-"
"LeasePilot","-","-","11 to 50","-","-"
"RiXtrema","-","-","-","-","-"
"Interplay Learning","-","-","11 to 50","-","-"
"socio labs","-","-","-","-","-"
"Kinney Group","-","-","-","-","-"
"Lumina Networks","-","2017","11 to 50","-","-"
"BioSymetrics Inc.","-","-","-","-","Pharmaceutical & Biotechnology"
"2nd.MD","-","2011","11 to 50","-","-"
"namu","-","-","-","-","-"
"Arryved","-","-","-","-","-"
"COMPT","-","-","-","-","-"
"Zoba","-","-","-","-","-"
"Translator","-","-","11 to 50","-","-"
"Matchwell","Robert Crowe","-","-","-","Healthcare"
"LionOBytes","-","-","-","-","-"
"RealNex","-","-","51 to 200","-","-"
"LineUP","-","1989","11 to 50","-","-"
"Storyfit","-","-","11 to 50","-","-"
"QRails","-","-","51 to 200","-","-"
"Leasecake","-","-","-","-","-"
"Nautilus Labs","-","-","11 to 50","-","-"
"EveryIncome","-","-","-","-","-"
"FireHydrant","-","-","-","-","-"
"Edly","-","-","-","-","Financial Services"
"SPOT","-","2009","11 to 50","$25M to $100M (USD)","Transportation & Logistics"
"Occupier","-","-","-","-","-"
"Clareto","-","-","-","-","-"
"Revolve","-","2003","201 to 500","-","-"
"Atedra","-","-","-","-","-"
"IdealSpot","-","-","less than
10","less than
$1M (USD)","-"
"Valyant AI","-","-","-","-","-"
"Perksy","-","-","-","-","-"
"GloveBox","-","-","-","-","Information Technology"
"Feedtrail","-","-","-","-","-"
"Huckabuy","-","2014","11 to 50","-","-"
"SaveDay","-","-","-","-","-"
"Purefy","-","-","11 to 50","-","-"
"cQuant.io","-","2016","11 to 50","-","-"
"PopBookings","-","-","-","-","-"
"Agentis Energy","-","2009","less than
10","$1M to $5M (USD)","-"
"Blockskye","-","-","-","-","-"
"SPOTIO","-","2014","less than
10","less than
$1M (USD)","-"
"Thundra","-","-","-","-","-"
"OpenMessage","-","-","-","-","-"
"Horizen Labs, Inc.","-","-","-","-","-"
"Bundle","-","-","less than
10","less than
$1M (USD)","Education"
"Rabbet","-","2017","11 to 50","-","-"
